#	week	day	japanese	pronounciation	translation	1d	2d	6d	12d	30d	100d	Last studied	Correct_Streak
351	6	1	弟	otouto	younger brother	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
353	6	1	十日	tooka	ten days, tenth of the month	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
355	6	1	夏	natsu	summer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
356	6	1	七つ	nanatsu	seven (things)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
357	6	1	時々	tokidoki	sometimes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
358	6	1	何	nani	what	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
360	6	1	一人	hitori	one person	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
361	6	2	一日	tsuitachi	first of the month	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
362	6	2	九日	kokonoka	nine days, ninth of the month	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
363	6	2	方	hou	direction, side	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
364	6	2	他	hoka	other (Japanese origin)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
365	6	2	僕	boku	I, me (usually used by young males)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
366	6	2	欲しい	hoshii	want, desire (of the speaker)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
367	6	2	万	man	ten thousand	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
369	6	2	道	michi	street, way	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
370	6	2	五つ	itsutsu	five (things)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
372	6	3	八つ	yattsu	eight (things)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
373	6	3	止める	tomeru	stop (a car…). 止める (yameru) give up	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
374	6	3	四日	yokka	four days, fourth of the month	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
375	6	3	夜	yoru	night (from sunset to sunrise)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
376	6	3	来年	rainen	next year	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
378	6	3	悪い	warui	bad	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
379	6	3	お手洗い	otearai	toilet, bathroom	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
380	6	3	ご主人	goshujin	(someone else’s) husband	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
381	6	4	本当に	hontouni	really, truly	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
382	6	4	自分	jibun	self, oneself	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
384	6	4	見つかる	mitsukaru	be found, be caught	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
385	6	4	休む	yasumu	take a rest, take a break	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
386	6	4	ゆっくり	yukkuri	slowly	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
387	6	4	六つ	muttsu	six (things)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
388	6	4	花	hana	flower	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
389	6	4	動く	ugoku	move	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
390	6	4	線	sen	line	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
391	6	5	七日	nanoka	seven days, seventh of the month	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
392	6	5	以外	igai	except for	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
393	6	5	男	otoko	man, male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
394	6	5	彼	kare	he, one’s boyfriend	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
396	6	5	妻	tsuma	woman	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
397	6	5	百	hyaku	hundred	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
398	6	5	辺	atari	vicinity	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
399	6	5	店	mise	shop, store	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
400	6	5	閉まる	shimaru	be shut, be closed	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
401	6	6	問題	mondai	problem, question	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
402	6	6	必要	hitsuyou	need, necessary	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
403	6	6	もつ	motsu	last long, be durable	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
404	6	6	開く	hiraku	open	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
405	6	6	昨年	sakunen	last year (formal, often used in writing)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
406	6	6	治る	naoru	be cured, get well	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
407	6	6	ドル	doru	dollar	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
409	6	6	以上	ijou	more than, not less than	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
410	6	6	最近	saikin	recent, latest	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
411	6	7	世界	sekai	world	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
413	6	7	やる	yaru	give (to an inferior)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
414	6	7	意味	imi	meaning, sense	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
415	6	7	増える	fueru	increase, accrue	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
416	6	7	選ぶ	erabu	choose, elect	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
417	6	7	生活	seikatsu	life, living	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
418	6	7	進める	susumeru	go ahead, proceed	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
419	6	7	続ける	tsuzukeru	continue, keep up	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
420	6	7	ほとんど	hotondo	almost, hardly	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
421	7	1	会社	kaisha	company, corporation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
423	7	1	多く	ooku	much, largely	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
424	7	1	話	hanashi	talk, story	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
425	7	1	上がる	agaru	go up, rise (physical movement)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
427	7	1	集める	atsumeru	collect, gather	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
428	7	1	声	koe	voice, sound	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
429	7	1	初めて	hajimete	for the first time	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
430	7	1	変わる	kawaru	change, turn into	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
432	7	2	社会	shakai	society	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
435	7	2	今回	konkai	this time	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
436	7	2	予定	yotei	schedule, plan	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
439	7	2	減る	heru	decrease, diminish	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
440	7	2	消える	kieru	be extinguished, disappear	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
441	7	3	家族	kazoku	family, household	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
442	7	3	比べる	kuraberu	compare, contrast	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
443	7	3	生まれる	umareru	be born, come into existence	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
444	7	3	ただ	tada	free	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
446	7	3	調べる	shiraberu	investigate, check	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
447	7	3	事故	jiko	accident, trouble	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
449	7	3	外国	gaikoku	foreign country	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
450	7	3	銀行	ginkou	bank	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
451	7	4	十分	juubun	enough, plentiful	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
453	7	4	写真	shashin	photograph	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
454	7	4	繰り返す	kurikaesu	repeat	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
455	7	4	種類	shurui	kind, type	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
456	7	4	意見	iken	opinion	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
457	7	4	新聞	shinbun	newspaper	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
458	7	4	文章	bunshou	sentence, writing	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
459	7	4	目立つ	medatsu	stand out, be conspicuous	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
460	7	4	相手	aite	opponent, the other party	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
461	7	5	病院	byouin	hospital	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
462	7	5	厚い	atsui	thick, bulky	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
463	7	5	忙しい	isogashii	busy, occupied	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
464	7	5	薄い	usui	thin, weak	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
466	7	5	暗い	kurai	dark, gloomy	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
468	7	5	黒い	kuroi	black, dark	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
470	7	5	青い	aoi	blue	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
471	7	6	買い物	kaimono	shopping, purchase	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
472	7	6	薬	kusuri	drug, medicine	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
473	7	6	砂糖	satou	sugar	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
474	7	6	休み	yasumi	holiday, break	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
475	7	6	郵便局	yuubinkyoku	post office	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
476	7	6	住所	juusho	address	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
478	7	6	財布	saifu	purse, wallet	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
480	7	6	椅子	isu	chair	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
481	7	7	可愛い	kawaii	cute, sweet	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
482	7	7	お祖父さん	ojiisan	grandfather (colloquial)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
483	7	7	切手	kitte	postage stamp	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
484	7	7	涼しい	suzushii	cool (of temperature)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
487	7	7	電気	denki	electricity, electric light	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
488	7	7	勝つ	katsu	win	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
489	7	7	負ける	makeru	lose	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
490	7	7	建てる	tateru	build, erect	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
491	8	1	日記	nikki	diary	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
492	8	1	売り切れ	urikire	sell out	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
493	8	1	お巡りさん	omawarisan	police officer (colloquial)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
494	8	1	目覚まし時計	mezamashitokei	alarm clock	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
497	8	1	歯ブラシ	haburashi	toothbrush	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
498	8	1	下りる	oriru	go down, come down	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
499	8	1	洗う	arau	wash	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
500	8	1	パート	pa-to	part-time	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
501	8	2	氏名	shimei	full name	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
502	8	2	今夜	konya	tonight, this evening	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
503	8	2	夜中	yonaka	midnight	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
504	8	2	来週	raishuu	next week	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
505	8	2	誰か	dareka	someone	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
507	8	2	今朝	kesa	this morning	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
508	8	2	寿司	sushi	sushi	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
509	8	2	履く	haku	put on (shoes), wear (pants, skirt)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
512	8	3	お祖母さん	obaasan	grandmother (colloquial)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
514	8	3	辞書	jisho	dictionary (category)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
515	8	3	朝ご飯	asagohan	breakfast	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
519	8	3	明日	ashita	tomorrow (colloquial)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
520	8	3	明後日	myougonichi/asatte	day after tomorrow (colloquial)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
521	8	4	一昨日	ototoi	the day before yesterday (colloquial)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
522	8	4	庭	niwa	garden, yard	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
523	8	4	左側	hidarigawa	left side	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
524	8	4	右側	migigawa	right side	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
525	8	4	指	yubi	finger, toe	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
526	8	4	眼鏡	megane	glasses	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
527	8	4	鞄	kaban	bag, handbag	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
529	8	4	大人しい	otonashii	gentle, quiet	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
530	8	4	下手	heta	not good at	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
531	8	5	厳しい	kibishii	strict, severe	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
532	8	5	一人で	hitoride	by oneself, alone	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
533	8	5	答え	kotae	answer, solution	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
534	8	5	この頃	konogoro	these days, recently	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
535	8	5	残念	zannen	regretful, disappointing	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
536	8	5	仕舞う	shimau	put away, put in	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
537	8	5	心配	shinpai	anxiety, worry	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
538	8	5	外	soto	outside, open air	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
539	8	5	大切	taisetsu	important, valuable	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
540	8	5	ちょうど	choudo	just, exactly	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
541	8	6	助ける	tasukeru	help, save	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
542	8	6	勤める	tsutomeru	serve, hold a job	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
543	8	6	連れていく	tsureteiku	take along, bring along (a person)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
544	8	6	丈夫	joubu	healthy, sturdy	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
545	8	6	賑やか	nigiyaka	lively, exciting	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
546	8	6	眠い	nemui	sleepy	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
548	8	6	橋	hashi	bridge	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
549	8	6	止まる	tomaru	come to a stop, cease	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
550	8	6	降る	furu	fall, come down (rain, snow, etc.)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
551	8	7	本当	hontou	reality, genuine	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
552	8	7	町	machi	town, city	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
553	8	7	お菓子	okashi	sweets, snacks	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
554	8	7	緩い	yurui	slack, loose	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
555	8	7	良い	yoi	good (formal/written form)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
557	8	7	お土産	omiyage	souvenir (polite)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
558	8	7	両親	ryoushin	parents	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
561	9	1	絶対に	zettaini	absolutely, definitely	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
565	9	1	瓶	bin	bottle	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
566	9	1	つく	tsuku	be on, be switched on	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
567	9	1	醤油	shouyu	soy sauce	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
568	9	1	茶碗	chawan	rice bowl	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
569	9	1	決める	kimeru	decide, agree upon	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
570	9	1	感じる	kanjiru	feel, sense	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
571	9	2	生きる	ikiru	live (one’s life)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
572	9	2	動かす	ugokasu	move (something)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
573	9	2	壊れる	kowareru	break, break down	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
574	9	2	復習	fukushuu	review	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
575	9	2	眉	mayu	eyebrow	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
576	9	2	客	kyaku	visitor, customer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
577	9	2	机	tsukue	desk	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
578	9	2	風呂	furo	bath	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
579	9	2	湯	yu	hot water	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
580	9	2	ぬるい	nurui	tepid, lukewarm	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
581	9	3	風邪薬	kazegusuri	cold medicine	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
582	9	3	靴下	kutsushita	socks	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
586	9	3	肉	niku	flesh, meat	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
587	9	3	昨夜	sakuya	last night, last evening (colloquial)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
588	9	3	流行る	hayaru	be in fashion, be popular	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
589	9	3	連れて来る	tsuretekuru	bring (a person)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
590	9	3	方	kata	person (polite form)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
591	9	4	零	rei	zero	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
592	9	4	雲	kumo	cloud	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
593	9	4	空	sora	sky	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
594	9	4	人気	ninki	popularity	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
597	9	4	平成	heisei	Heisei era	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
598	9	4	毎月	maitsuki	every month	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
599	9	4	半日	hannichi	half a day	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
600	9	4	半月	hantsuki	half a month	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
604	9	5	はっきり	hakkiri	clearly	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
605	9	5	大変	taihen	awful, hard	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
606	9	5	簡単	kantan	simple, easy	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
607	9	5	似ている	niteiru	look like, resemble	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
608	9	5	驚く	odoroku	be surprised, be startled	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
609	9	5	嫌	iya/ kira-i	dislike (situational)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
610	9	5	喧嘩	kenka	fight, argument	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
611	9	6	遅れる	okureru	be late	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
612	9	6	にんじん	ninjin	carrot	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
613	9	6	ジャガイモ	jagaimo	potato	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
614	9	6	ナス	nasu	eggplant	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
615	9	6	やかん	yakan	kettle	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
616	9	6	話し合う	hanashiau	discuss, talk over	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
617	9	6	残す	nokosu	leave, leave undone	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
618	9	6	ごちそうする	gochisousuru	treat, host (a meal)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
620	9	6	当たる	ataru	(go straight and) hit, strike	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
621	9	7	集まる	atsumaru	gather, be collected	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
622	9	7	場所	basho	place, space	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
623	9	7	海	umi	sea, ocean	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
624	9	7	少年	shounen	boy (between 7 and 18 years old)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
625	9	7	孫	mago	grandchild	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
626	9	7	生徒	seito	pupil, student	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
627	9	7	高校	koukou	high school (for short)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
628	9	7	年上	toshiue	older, senior	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
629	9	7	卒業	sotsugyou	graduation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
630	9	7	運動	undou	movement, exercise	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
631	10	1	選手	senshu	athlete, (sports) player	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
632	10	1	映画	eiga	movie	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
633	10	1	英語	eigo	English	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
634	10	1	手紙	tegami	letter	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
635	10	1	動物	doubutsu	animal	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
636	10	1	音	oto	sound, noise	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
637	10	1	海外	kaigai	overseas, abroad	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
638	10	1	外国人	gaikokujin	foreigner	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
639	10	1	帰国	kikoku	return to one’s country	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
641	10	2	機械	kikai	machine	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
642	10	2	基本	kihon	basics	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
643	10	2	今度	kondo	this time, next time	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
644	10	2	最後	saigo	last	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
645	10	2	最初	saisho	first, outset	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
646	10	2	準備	junbi	preparation, arrangement	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
647	10	2	進む	susumu	advance, move forward	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
648	10	2	直接	chokusetsu	directly	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
649	10	2	特に	tokuni	specially, particularly	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
650	10	2	届く	todoku	reach, be received	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
652	10	3	並ぶ	narabu	line up, be parallel	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
653	10	3	運ぶ	hakobu	carry, transport	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
654	10	3	直す	naosu	repair, fix	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
655	10	3	反対	hantai	oppose, object	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
656	10	3	場合	baai	situation, case	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
657	10	3	詳しい	kuwashii	detailed	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
658	10	3	いたずら	itazura	mischief, prank	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
659	10	3	お祝い	oiwai	celebrate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
660	10	3	くし	kushi	comb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
661	10	4	こぼれる	koboreru	spill, overflow	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
662	10	4	伝える	tsutaeru	convey, transmit	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
663	10	4	膝	hiza	knee	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
664	10	4	肘	hiji	elbow	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
665	10	4	枕	makura	pillow	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
666	10	4	建物	tatemono	building, structure	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
667	10	4	道路	douro	road	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
668	10	4	四つ角	yotsukado	intersection	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
669	10	4	曲がり角	magarikado	corner (to turn)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
670	10	4	警察	keisatsu	police	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
